"","Year","Quarter","Percentage unemployed %"
"942","2008","Q2",6.419576
"943","2008","Q3",6.292667
"944","2008","Q4",6.481272
"945","2009","Q1",7.170074
"946","2009","Q2",8.427862
"947","2009","Q3",8.53532
"948","2009","Q4",8.866534
"949","2010","Q1",8.710388
"950","2010","Q2",8.474545
"951","2010","Q3",8.302775
"952","2010","Q4",8.089239
"953","2011","Q1",8.114319
"954","2011","Q2",7.812083
"955","2011","Q3",7.741718
"956","2011","Q4",7.458072
"957","2012","Q1",7.491437
"958","2012","Q2",7.600275
"959","2012","Q3",8.039515
"960","2012","Q4",7.630658
"961","2013","Q1",8.223798
"962","2013","Q2",8.064923
"963","2013","Q3",8.099197
"964","2013","Q4",8.385494
"965","2014","Q1",8.475524
"966","2014","Q2",8.484522
"967","2014","Q3",8.566089
"968","2014","Q4",9.122469
"969","2015","Q1",9.107035
"970","2015","Q2",9.435441
"971","2015","Q3",9.505659
"972","2015","Q4",9.450304
"973","2016","Q1",9.063878
"974","2016","Q2",8.831605
"975","2016","Q3",8.617969
"976","2016","Q4",8.757704
"977","2017","Q1",8.799134
"978","2017","Q2",8.77096
"979","2017","Q3",8.710596
"980","2017","Q4",8.285904
"981","2003","Q1",7.921576
"982","2003","Q2",8.052975
"983","2003","Q3",8.02406
"984","2003","Q4",8.398621
"985","2004","Q1",8.508772
"986","2004","Q2",8.347346
"987","2004","Q3",8.481242
"988","2004","Q4",8.534257
"989","2005","Q1",8.257789
"990","2005","Q2",8.419867
"991","2005","Q3",8.625646
"992","2005","Q4",8.669724
"993","2006","Q1",8.719439
"994","2006","Q2",8.547813
"995","2006","Q3",8.530244
"996","2006","Q4",7.99515
"997","2007","Q1",8.087918
"998","2007","Q2",7.780768
"999","2007","Q3",7.639358
"1000","2007","Q4",7.122182
"1001","2008","Q1",6.846449
"1002","2008","Q2",6.954616
"1003","2008","Q3",7.069795
"1004","2008","Q4",7.380774
"1005","2009","Q1",8.213717
"1006","2009","Q2",8.812224
"1007","2009","Q3",8.793832
"1008","2009","Q4",9.123986
"1009","2010","Q1",9.000547
"1010","2010","Q2",8.898552
"1011","2010","Q3",8.797319
"1012","2010","Q4",8.788033
"1013","2011","Q1",8.793226
"1014","2011","Q2",8.708079
"1015","2011","Q3",8.76427
"1016","2011","Q4",8.978115
"1017","2012","Q1",9.171168
"1018","2012","Q2",9.356131
"1019","2012","Q3",9.336164
"1020","2012","Q4",9.734329
"1021","2013","Q1",10.00235
"1022","2013","Q2",10.06129
"1023","2013","Q3",9.853636
"1024","2013","Q4",9.765738
"1025","2014","Q1",10.18927
"1026","2014","Q2",10.22907
"1027","2014","Q3",10.34319
"1028","2014","Q4",10.45691
"1029","2015","Q1",10.36605
"1030","2015","Q2",10.46841
"1031","2015","Q3",10.40711
"1032","2015","Q4",10.1958
"1033","2016","Q1",10.24213
"1034","2016","Q2",9.998489
"1035","2016","Q3",10.01061
"1036","2016","Q4",9.975846
"1037","2017","Q1",9.59394
"1038","2017","Q2",9.456584
"1039","2017","Q3",9.631324
"1040","2017","Q4",8.917618
"1041","1962","Q1",0.4416476
"1042","1962","Q2",0.4449126
"1043","1962","Q3",0.4502611
"1044","1962","Q4",0.474712
"1045","1963","Q1",0.6134659
"1046","1963","Q2",0.5097251
"1047","1963","Q3",0.5231727
"1048","1963","Q4",0.5209947
"1049","1964","Q1",0.5196367
"1050","1964","Q2",0.5021517
"1051","1964","Q3",0.4919713
"1052","1964","Q4",0.46631
"1053","1965","Q1",0.4596608
"1054","1965","Q2",0.4431847
"1055","1965","Q3",0.4181626
"1056","1965","Q4",0.3976727
"1057","1966","Q1",0.3727672
"1058","1966","Q2",0.3872735
"1059","1966","Q3",0.465075
"1060","1966","Q4",0.6656626
"1061","1967","Q1",0.9465024
"1062","1967","Q2",1.519321
"1063","1967","Q3",1.599806
"1064","1967","Q4",1.432872
"1065","1968","Q1",1.092317
"1066","1968","Q2",1.10801
"1067","1968","Q3",0.9258143
"1068","1968","Q4",0.7616203
"1069","1969","Q1",0.6378394
"1070","1969","Q2",0.5439945
"1071","1969","Q3",0.4873146
"1072","1969","Q4",0.456048
"1073","1970","Q1",0.4769664
"1074","1970","Q2",0.4225596
"1075","1970","Q3",0.4201596
"1076","1970","Q4",0.4301794
"1077","1971","Q1",0.4732164
"1078","1971","Q2",0.5079471
"1079","1971","Q3",0.5574307
"1080","1971","Q4",0.6259645
"1081","1972","Q1",0.685187
"1082","1972","Q2",0.721104
"1083","1972","Q3",0.753213
"1084","1972","Q4",0.7267321
"1085","1973","Q1",0.6922091
"1086","1973","Q2",0.7277808
"1087","1973","Q3",0.7921712
"1088","1973","Q4",0.963778
"1089","1974","Q1",1.228775
"1090","1974","Q2",1.486345
"1091","1974","Q3",1.80325
"1092","1974","Q4",2.286201
"1093","1975","Q1",2.550398
"1094","1975","Q2",3.19794
"1095","1975","Q3",3.509849
"1096","1975","Q4",3.465916
"1097","1976","Q1",3.275188
"1098","1976","Q2",3.217098
"1099","1976","Q3",3.116103
"1100","1976","Q4",3.064002
"1101","1977","Q1",3.03278
"1102","1977","Q2",3.098965
"1103","1977","Q3",3.121818
"1104","1977","Q4",3.081421
"1105","1978","Q1",3.022102
"1106","1978","Q2",3.012689
"1107","1978","Q3",2.942073
"1108","1978","Q4",2.860455
"1109","1979","Q1",2.77835
"1110","1979","Q2",2.61728
"1111","1979","Q3",2.523501
"1112","1979","Q4",2.4254
"1113","1980","Q1",2.43935
"1114","1980","Q2",2.476034
"1115","1980","Q3",2.635852
"1116","1980","Q4",2.832956
"1117","1981","Q1",3.132114
"1118","1981","Q2",3.474471
"1119","1981","Q3",3.8822
"1120","1981","Q4",4.321176
"1121","1982","Q1",4.730922
"1122","1982","Q2",5.117007
"1123","1982","Q3",5.487305
"1124","1982","Q4",5.994917
"1125","1983","Q1",6.310657
"1126","1983","Q2",6.642311
"1127","1983","Q3",6.70733
"1128","1983","Q4",6.647115
"1129","1984","Q1",6.566237
"1130","1984","Q2",6.564701
"1131","1984","Q3",6.603972
"1132","1984","Q4",6.603713
"1133","1985","Q1",6.638631
"1134","1985","Q2",6.683672
"1135","1985","Q3",6.641528
"1136","1985","Q4",6.624474
"1137","1986","Q1",6.555221
"1138","1986","Q2",6.429212
"1139","1986","Q3",6.307589
"1140","1986","Q4",6.223208
"1141","1987","Q1",6.285861
"1142","1987","Q2",6.316899
"1143","1987","Q3",6.352707
"1144","1987","Q4",6.381105
"1145","1988","Q1",6.188887
"1146","1988","Q2",6.158015
"1147","1988","Q3",6.048298
"1148","1988","Q4",5.913073
"1149","1989","Q1",5.687436
"1150","1989","Q2",5.546992
"1151","1989","Q3",5.385281
"1152","1989","Q4",5.371017
"1153","1990","Q1",5.055319
"1154","1990","Q2",4.91236
"1155","1990","Q3",4.712828
"1156","1990","Q4",4.585787
"1157","1991","Q1",5.200809
"1158","1991","Q2",5.401727
"1159","1991","Q3",5.899769
"1160","1991","Q4",6.064682
"1161","1992","Q1",6.430427
"1162","1992","Q2",6.55678
"1163","1992","Q3",6.754438
"1164","1992","Q4",7.073579
"1165","1993","Q1",7.366243
"1166","1993","Q2",7.784838
"1167","1993","Q3",8.169447
"1168","1993","Q4",8.523708
"1169","1994","Q1",8.589798
"1170","1994","Q2",8.657036
"1171","1994","Q3",8.466196
"1172","1994","Q4",8.25297
"1173","1995","Q1",8.078443
"1174","1995","Q2",8.129736
"1175","1995","Q3",8.23414
"1176","1995","Q4",8.391817
"1177","1996","Q1",8.716152
"1178","1996","Q2",8.785328
"1179","1996","Q3",9.016191
"1180","1996","Q4",9.30128
"1181","1997","Q1",9.668922
"1182","1997","Q2",9.893138
"1183","1997","Q3",10.04387
"1184","1997","Q4",10.04453
"1185","1998","Q1",9.746586
"1186","1998","Q2",9.419522
"1187","1998","Q3",9.111152
"1188","1998","Q4",8.877033
"1189","1999","Q1",8.652427
"1190","1999","Q2",8.571681
"1191","1999","Q3",8.419043
"1192","1999","Q4",8.214991
"1193","2000","Q1",8.048234
"1194","2000","Q2",7.837796
"1195","2000","Q3",7.7148
"1196","2000","Q4",7.597711
"1197","2001","Q1",7.681832
"1198","2001","Q2",7.759768
"1199","2001","Q3",7.926562
"1200","2001","Q4",8.15363
"1201","2002","Q1",8.293155
"1202","2002","Q2",8.532142
"1203","2002","Q3",8.83777
"1204","2002","Q4",9.15068
"1205","2003","Q1",9.525464
"1206","2003","Q2",9.722382
"1207","2003","Q3",9.776941
"1208","2003","Q4",9.748625
"1209","2004","Q1",9.715242
"1210","2004","Q2",9.684043
"1211","2004","Q3",9.922297
"1212","2004","Q4",10.07627
"1213","2005","Q1",10.82053
"1214","2005","Q2",11.29679
"1215","2005","Q3",11.34669
"1216","2005","Q4",11.20144
"1217","2006","Q1",10.81093
"1218","2006","Q2",10.35417
"1219","2006","Q3",9.974893
"1220","2006","Q4",9.862964
"1221","2007","Q1",9.104897
"1222","2007","Q2",8.71804
"1223","2007","Q3",8.534272
"1224","2007","Q4",8.279273
"1225","2008","Q1",7.819732
"1226","2008","Q2",7.75945
"1227","2008","Q3",7.277868
"1228","2008","Q4",7.244854
"1229","2009","Q1",7.63093
"1230","2009","Q2",7.801162
"1231","2009","Q3",7.979087
"1232","2009","Q4",7.557571
"1233","2010","Q1",7.464839
"1234","2010","Q2",7.061538
"1235","2010","Q3",6.723118
"1236","2010","Q4",6.61445
"1237","2011","Q1",6.18325
"1238","2011","Q2",5.893293
"1239","2011","Q3",5.751864
"1240","2011","Q4",5.472198
"1241","2012","Q1",5.461989
"1242","2012","Q2",5.377023
"1243","2012","Q3",5.35633
"1244","2012","Q4",5.322514
"1245","2013","Q1",5.343368
"1246","2013","Q2",5.270047
"1247","2013","Q3",5.17446
"1248","2013","Q4",5.134866
"1249","2014","Q1",5.102858
"1250","2014","Q2",4.978836
"1251","2014","Q3",4.935551
"1252","2014","Q4",4.905666
"1253","2015","Q1",4.734546
"1254","2015","Q2",4.72427
"1255","2015","Q3",4.461157
"1256","2015","Q4",4.576633
"1257","2016","Q1",4.308777
"1258","2016","Q2",4.221105
"1259","2016","Q3",4.065003
"1260","2016","Q4",3.892888
"1261","2017","Q1",3.878874
"1262","2017","Q2",3.783562
"1263","2017","Q3",3.690799
"1264","2017","Q4",3.629128
"1265","1990","Q1",6.826714
"1266","1990","Q2",6.971148
"1267","1990","Q3",7.093741
"1268","1990","Q4",7.205652
"1269","1991","Q1",7.418178
"1270","1991","Q2",7.590207
"1271","1991","Q3",7.735564
"1272","1991","Q4",7.857313
"1273","1992","Q1",8.391049
"1274","1992","Q2",8.60151
"1275","1992","Q3",8.785072
"1276","1992","Q4",8.922165
"1277","1993","Q1",9.385219
"1278","1993","Q2",9.600783
"1279","1993","Q3",9.759373
"1280","1993","Q4",9.859893
"1281","1994","Q1",9.436896
"1282","1994","Q2",9.610972
"1283","1994","Q3",9.70542
"1284","1994","Q4",9.72649
"1285","1995","Q1",9.858817
"1286","1995","Q2",10.00341
"1287","1995","Q3",10.05455
"1288","1995","Q4",10.04435
"1289","1996","Q1",10.16078
"1290","1996","Q2",10.35289
"1291","1996","Q3",10.42675
"1292","1996","Q4",10.41231
"1293","1997","Q1",9.933538
"1294","1997","Q2",10.21314
"1295","1997","Q3",10.40449
"1296","1997","Q4",10.35091
"1297","1998","Q1",11.40113
"1298","1998","Q2",10.89874
"1299","1998","Q3",11.10079
"1300","1998","Q4",11.48619
"1301","1999","Q1",11.62076
"1302","1999","Q2",12.02045
"1303","1999","Q3",12.07084
"1304","1999","Q4",12.67037
"1305","2000","Q1",11.76061
"1306","2000","Q2",11.47516
"1307","2000","Q3",11.26273
"1308","2000","Q4",10.90502
"1309","2001","Q1",10.74971
"1310","2001","Q2",10.78588
"1311","2001","Q3",10.61242
"1312","2001","Q4",11.02166
"1313","2002","Q1",10.7838
"1314","2002","Q2",10.33334
"1315","2002","Q3",10.26628
"1316","2002","Q4",10.0339
"1317","2003","Q1",9.846937
"1318","2003","Q2",9.705576
"1319","2003","Q3",9.716548
"1320","2003","Q4",9.899016
"1321","2004","Q1",10.84589
"1322","2004","Q2",10.62361
"1323","2004","Q3",10.51586
"1324","2004","Q4",10.37698
"1325","2005","Q1",10.03663
"1326","2005","Q2",10.0598
"1327","2005","Q3",10.13517
"1328","2005","Q4",9.744175
"1329","2006","Q1",9.325114
"1330","2006","Q2",9.131353
"1331","2006","Q3",8.768525
"1332","2006","Q4",8.80949
"1333","2007","Q1",8.722092
"1334","2007","Q2",8.483381
"1335","2007","Q3",8.315132
"1336","2007","Q4",8.068484
"1337","2008","Q1",7.875454
"1338","2008","Q2",7.602146
"1339","2008","Q3",7.613657
"1340","2008","Q4",7.946593
"1341","2009","Q1",8.906081
"1342","2009","Q2",9.273676
"1343","2009","Q3",9.867929
"1344","2009","Q4",10.41263
"1345","2010","Q1",11.28407
"1346","2010","Q2",12.21021
"1347","2010","Q3",13.0837
"1348","2010","Q4",14.29044
"1349","2011","Q1",15.46308
"1350","2011","Q2",16.79693
"1351","2011","Q3",18.54063
"1352","2011","Q4",20.69079
"1353","2012","Q1",22.09184
"1354","2012","Q2",24.05221
"1355","2012","Q3",25.52749
"1356","2012","Q4",26.09455
"1357","2013","Q1",26.80955
"1358","2013","Q2",27.5985
"1359","2013","Q3",27.85436
"1360","2013","Q4",27.60299
"1361","2014","Q1",26.90206
"1362","2014","Q2",26.91652
"1363","2014","Q3",26.25786
"1364","2014","Q4",25.88087
"1365","2015","Q1",25.69101
"1366","2015","Q2",24.97943
"1367","2015","Q3",24.76382
"1368","2015","Q4",24.15768
"1369","2016","Q1",23.97971
"1370","2016","Q2",23.59822
"1371","2016","Q3",23.39062
"1372","2016","Q4",23.18605
"1373","2017","Q1",22.39969
"1374","2017","Q2",21.60753
"1375","2017","Q3",21.02736
"1376","2017","Q4",20.91322
"1377","1999","Q1",7.227957
"1378","1999","Q2",7.022687
"1379","1999","Q3",7.001153
"1380","1999","Q4",6.727835
"1381","2000","Q1",6.553131
"1382","2000","Q2",6.641867
"1383","2000","Q3",6.321347
"1384","2000","Q4",6.143848
"1385","2001","Q1",5.852227
"1386","2001","Q2",5.751928
"1387","2001","Q3",5.629432
"1388","2001","Q4",5.676274
"1389","2002","Q1",5.610478
"1390","2002","Q2",5.698738
"1391","2002","Q3",5.976739
"1392","2002","Q4",6.039023
"1393","2003","Q1",6.156287
"1394","2003","Q2",5.893877
"1395","2003","Q3",5.767468
"1396","2003","Q4",5.658023
"1397","2004","Q1",5.822429
"1398","2004","Q2",5.935959
"1399","2004","Q3",6.151798
"1400","2004","Q4",6.405723
"1401","2005","Q1",6.781532
"1402","2005","Q2",7.251379
"1403","2005","Q3",7.314965
"1404","2005","Q4",7.400945
"1405","2006","Q1",7.416942
"1406","2006","Q2",7.391159
"1407","2006","Q3",7.620255
"1408","2006","Q4",7.548643
"1409","2007","Q1",7.223985
"1410","2007","Q2",7.193003
"1411","2007","Q3",7.357015
"1412","2007","Q4",7.851003
"1413","2008","Q1",7.570537
"1414","2008","Q2",7.714991
"1415","2008","Q3",7.803041
"1416","2008","Q4",8.178495
"1417","2009","Q1",9.213828
"1418","2009","Q2",9.728359
"1419","2009","Q3",10.52244
"1420","2009","Q4",10.65483
"1421","2010","Q1",11.14032
"1422","2010","Q2",11.33488
"1423","2010","Q3",11.1046
"1424","2010","Q4",11.10786
"1425","2011","Q1",11.08795
"1426","2011","Q2",11.01657
"1427","2011","Q3",11.00307
"1428","2011","Q4",11.01143
"1429","2012","Q1",11.21343
"1430","2012","Q2",11.12425
"1431","2012","Q3",10.75014
"1432","2012","Q4",10.92759
"1433","2013","Q1",10.92586
"1434","2013","Q2",10.32559
"1435","2013","Q3",10.09381
"1436","2013","Q4",9.375027
"1437","2014","Q1",7.799016
"1438","2014","Q2",8.203293
"1439","2014","Q3",7.57777
"1440","2014","Q4",7.325738
"1441","2015","Q1",7.370993
"1442","2015","Q2",6.970722
"1443","2015","Q3",6.565853
"1444","2015","Q4",6.351617
"1445","2016","Q1",5.73482
"1446","2016","Q2",5.173389
"1447","2016","Q3",4.988137
"1448","2016","Q4",4.564794
"1449","2017","Q1",4.32637
"1450","2017","Q2",4.296423
"1451","2017","Q3",4.109277
"1452","2017","Q4",3.892575
"1453","2003","Q1",3.670374
"1454","2003","Q2",3.180511
"1455","2003","Q3",3.301295
"1456","2003","Q4",3.25423
"1457","2004","Q1",3.059623
"1458","2004","Q2",3.230611
"1459","2004","Q3",2.994004
"1460","2004","Q4",2.738935
"1461","2005","Q1",2.874782
"1462","2005","Q2",2.341704
"1463","2005","Q3",2.118961
"1464","2005","Q4",2.779892
"1465","2006","Q1",2.459606
"1466","2006","Q2",3.233907
"1467","2006","Q3",2.921911
"1468","2006","Q4",2.66947
"1469","2007","Q1",2.01925
"1470","2007","Q2",2.558286
"1471","2007","Q3",2.311201
"1472","2007","Q4",2.12964
"1473","2008","Q1",2.131814
"1474","2008","Q2",2.288531
"1475","2008","Q3",3.025269
"1476","2008","Q4",4.333356
"1477","2009","Q1",6.46934
"1478","2009","Q2",7.330048
"1479","2009","Q3",7.541012
"1480","2009","Q4",7.570487
"1481","2010","Q1",7.085197
"1482","2010","Q2",7.034738
"1483","2010","Q3",7.808585
"1484","2010","Q4",8.397303
"1485","2011","Q1",7.378452
"1486","2011","Q2",7.03891
"1487","2011","Q3",7.332993
"1488","2011","Q4",6.361685
"1489","2012","Q1",6.940982
"1490","2012","Q2",5.958052
"1491","2012","Q3",5.654828
"1492","2012","Q4",5.411308
"1493","2013","Q1",5.54659
"1494","2013","Q2",5.588729
"1495","2013","Q3",5.320467
"1496","2013","Q4",5.074604
"1497","2014","Q1",5.411302
"1498","2014","Q2",4.795016
"1499","2014","Q3",4.758875
"1500","2014","Q4",4.591008
"1501","2015","Q1",4.128778
"1502","2015","Q2",4.140874
"1503","2015","Q3",4.175359
"1504","2015","Q4",3.506149
"1505","2016","Q1",3.183195
"1506","2016","Q2",2.920393
"1507","2016","Q3",3.155125
"1508","2016","Q4",2.714858
"1509","2017","Q1",2.907349
"1510","2017","Q2",2.834969
"1511","2017","Q3",2.446491
"1512","2017","Q4",2.790937
"1513","1990","Q1",12.63847
"1514","1990","Q2",12.81883
"1515","1990","Q3",13.00946
"1516","1990","Q4",13.21729
"1517","1991","Q1",14.37487
"1518","1991","Q2",14.58194
"1519","1991","Q3",14.79382
"1520","1991","Q4",14.98958
"1521","1992","Q1",14.85841
"1522","1992","Q2",14.99567
"1523","1992","Q3",15.0915
"1524","1992","Q4",15.15456
"1525","1993","Q1",15.77945
"1526","1993","Q2",15.74621
"1527","1993","Q3",15.6586
"1528","1993","Q4",15.5405
"1529","1994","Q1",15.27372
"1530","1994","Q2",14.94223
"1531","1994","Q3",14.53557
"1532","1994","Q4",14.19676
"1533","1995","Q1",12.60831
"1534","1995","Q2",12.28902
"1535","1995","Q3",11.92507
"1536","1995","Q4",11.7151
"1537","1996","Q1",12.28953
"1538","1996","Q2",12.03289
"1539","1996","Q3",11.67618
"1540","1996","Q4",11.52084
"1541","1997","Q1",10.86406
"1542","1997","Q2",10.58555
"1543","1997","Q3",10.0107
"1544","1997","Q4",10.03254
"1545","1998","Q1",8.829001
"1546","1998","Q2",7.801838
"1547","1998","Q3",7.308718
"1548","1998","Q4",6.358016
"1549","1999","Q1",5.923378
"1550","1999","Q2",5.88336
"1551","1999","Q3",5.496872
"1552","1999","Q4",5.173319
"1553","2000","Q1",4.84151
"1554","2000","Q2",4.411364
"1555","2000","Q3",4.121238
"1556","2000","Q4",3.956193
"1557","2001","Q1",3.794742
"1558","2001","Q2",3.818809
"1559","2001","Q3",4.055416
"1560","2001","Q4",4.005341
"1561","2002","Q1",4.373507
"1562","2002","Q2",4.378938
"1563","2002","Q3",4.383073
"1564","2002","Q4",4.649998
"1565","2003","Q1",4.699374
"1566","2003","Q2",4.645357
"1567","2003","Q3",4.948699
"1568","2003","Q4",4.667703
"1569","2004","Q1",4.588386
"1570","2004","Q2",4.592845
"1571","2004","Q3",4.511771
"1572","2004","Q4",4.474937
"1573","2005","Q1",4.29634
"1574","2005","Q2",4.299805
"1575","2005","Q3",4.328476
"1576","2005","Q4",4.435317
"1577","2006","Q1",4.321428
"1578","2006","Q2",4.367629
"1579","2006","Q3",4.64265
"1580","2006","Q4",4.326303
"1581","2007","Q1",4.890244
"1582","2007","Q2",5.083228
"1583","2007","Q3",4.846503
"1584","2007","Q4",5.098736
"1585","2008","Q1",5.41888
"1586","2008","Q2",6.031565
"1587","2008","Q3",7.326915
"1588","2008","Q4",8.327727
"1589","2009","Q1",11.0117
"1590","2009","Q2",12.59931
"1591","2009","Q3",13.26232
"1592","2009","Q4",13.59353
"1593","2010","Q1",13.97657
"1594","2010","Q2",14.4125
"1595","2010","Q3",14.52239
"1596","2010","Q4",15.22622
"1597","2011","Q1",15.10107
"1598","2011","Q2",15.15372
"1599","2011","Q3",15.54406
"1600","2011","Q4",15.61422
"1601","2012","Q1",15.87858
"1602","2012","Q2",15.55303
"1603","2012","Q3",15.42625
"1604","2012","Q4",14.94968
"1605","2013","Q1",14.4483
"1606","2013","Q2",14.24681
"1607","2013","Q3",13.363
"1608","2013","Q4",12.93244
"1609","2014","Q1",12.68815
"1610","2014","Q2",12.0858
"1611","2014","Q3",11.71817
"1612","2014","Q4",10.93868
"1613","2015","Q1",10.53733
"1614","2015","Q2",10.07554
"1615","2015","Q3",9.60332
"1616","2015","Q4",9.404637
"1617","2016","Q1",8.855412
"1618","2016","Q2",8.820457
"1619","2016","Q3",8.240067
"1620","2016","Q4",7.554143
"1621","2017","Q1",7.219805
"1622","2017","Q2",6.713587
"1623","2017","Q3",6.611486
"1624","2017","Q4",6.302473
"1625","1998","Q1",11.68243
"1626","1998","Q2",11.94282
"1627","1998","Q3",11.8209
"1628","1998","Q4",11.91333
"1629","1999","Q1",11.65198
"1630","1999","Q2",11.5472
"1631","1999","Q3",11.42606
"1632","1999","Q4",11.0812
"1633","2000","Q1",11.11536
"1634","2000","Q2",10.74085
"1635","2000","Q3",10.49168
"1636","2000","Q4",9.991994
"1637","2001","Q1",9.811322
"1638","2001","Q2",9.534164
"1639","2001","Q3",9.512465
"1640","2001","Q4",9.23431
"1641","2002","Q1",8.961011
"1642","2002","Q2",9.180519
"1643","2002","Q3",9.067801
"1644","2002","Q4",8.816236
"1645","2003","Q1",8.79641
"1646","2003","Q2",8.900248
"1647","2003","Q3",8.694992
"1648","2003","Q4",8.293005
"1649","2004","Q1",8.31917
"1650","2004","Q2",7.985408
"1651","2004","Q3",7.803111
"1652","2004","Q4",7.886817
"1653","2005","Q1",7.877388
"1654","2005","Q2",7.715599
"1655","2005","Q3",7.635835
"1656","2005","Q4",7.692315
"1657","2006","Q1",7.211756
"1658","2006","Q2",6.738173
"1659","2006","Q3",6.580717
"1660","2006","Q4",6.573433
"1661","2007","Q1",5.991288
"1662","2007","Q2",5.87882
"1663","2007","Q3",6.143991
"1664","2007","Q4",6.283883
"1665","2008","Q1",6.567792
"1666","2008","Q2",6.892844
"1667","2008","Q3",6.672325
"1668","2008","Q4",6.758562
"1669","2009","Q1",7.353858
"1670","2009","Q2",7.477175
"1671","2009","Q3",7.980229
"1672","2009","Q4",8.184047
"1673","2010","Q1",8.393362
"1674","2010","Q2",8.495085
"1675","2010","Q3",8.274517
"1676","2010","Q4",8.286513
"1677","2011","Q1",7.929947
"1678","2011","Q2",7.91261
"1679","2011","Q3",8.421695
"1680","2011","Q4",9.163621
"1681","2012","Q1",10.04753
"1682","2012","Q2",10.62614
"1683","2012","Q3",10.73215
"1684","2012","Q4",11.20748
"1685","2013","Q1",11.83077
"1686","2013","Q2",12.17808
"1687","2013","Q3",12.32816
"1688","2013","Q4",12.25844
"1689","2014","Q1",12.68186
"1690","2014","Q2",12.40373
"1691","2014","Q3",12.80262
"1692","2014","Q4",12.84062
"1693","2015","Q1",12.22133
"1694","2015","Q2",12.31054
"1695","2015","Q3",11.51088
"1696","2015","Q4",11.54051
"1697","2016","Q1",11.45756
"1698","2016","Q2",11.73265
"1699","2016","Q3",11.79825
"1700","2016","Q4",11.76151
"1701","2017","Q1",11.49795
"1702","2017","Q2",11.16237
"1703","2017","Q3",11.34393
"1704","2017","Q4",10.83685
"1705","1960","Q4",1.466667
"1706","1961","Q1",1.433333
"1707","1961","Q2",1.466667
"1708","1961","Q3",1.433333
"1709","1961","Q4",1.433333
"1710","1962","Q1",1.3
"1711","1962","Q2",1.3
"1712","1962","Q3",1.233333
"1713","1962","Q4",1.333333
"1714","1963","Q1",1.4
"1715","1963","Q2",1.2
"1716","1963","Q3",1.2
"1717","1963","Q4",1.233333
"1718","1964","Q1",1.233333
"1719","1964","Q2",1.166667
"1720","1964","Q3",1.166667
"1721","1964","Q4",1.1
"1722","1965","Q1",1.133333
"1723","1965","Q2",1.233333
"1724","1965","Q3",1.266667
"1725","1965","Q4",1.3
"1726","1966","Q1",1.366667
"1727","1966","Q2",1.333333
"1728","1966","Q3",1.3
"1729","1966","Q4",1.266667
"1730","1967","Q1",1.3
"1731","1967","Q2",1.266667
"1732","1967","Q3",1.166667
"1733","1967","Q4",1.266667
"1734","1968","Q1",1.266667
"1735","1968","Q2",1.166667
"1736","1968","Q3",1.2
"1737","1968","Q4",1.066667
"1738","1969","Q1",1.133333
"1739","1969","Q2",1.2
"1740","1969","Q3",1.133333
"1741","1969","Q4",1.066667
"1742","1970","Q1",1.066667
"1743","1970","Q2",1.133333
"1744","1970","Q3",1.233333
"1745","1970","Q4",1.266667
"1746","1971","Q1",1.166667
"1747","1971","Q2",1.2
"1748","1971","Q3",1.233333
"1749","1971","Q4",1.333333
"1750","1972","Q1",1.4
"1751","1972","Q2",1.4
"1752","1972","Q3",1.433333
"1753","1972","Q4",1.4
"1754","1973","Q1",1.233333
"1755","1973","Q2",1.366667
"1756","1973","Q3",1.266667
"1757","1973","Q4",1.133333
"1758","1974","Q1",1.3
"1759","1974","Q2",1.3
"1760","1974","Q3",1.4
"1761","1974","Q4",1.6
"1762","1975","Q1",1.766667
"1763","1975","Q2",1.8
"1764","1975","Q3",1.9
"1765","1975","Q4",2.1
"1766","1976","Q1",2.033333
"1767","1976","Q2",2.066667
"1768","1976","Q3",2
"1769","1976","Q4",1.933333
"1770","1977","Q1",1.966667
"1771","1977","Q2",2.033333
"1772","1977","Q3",2.033333
"1773","1977","Q4",2
"1774","1978","Q1",2.166667
"1775","1978","Q2",2.266667
"1776","1978","Q3",2.3
"1777","1978","Q4",2.2
"1778","1979","Q1",2.1
"1779","1979","Q2",2.033333
"1780","1979","Q3",2.133333
"1781","1979","Q4",2.066667
"1782","1980","Q1",1.9
"1783","1980","Q2",1.966667
"1784","1980","Q3",2.033333
"1785","1980","Q4",2.166667
"1786","1981","Q1",2.2
"1787","1981","Q2",2.266667
"1788","1981","Q3",2.166667
"1789","1981","Q4",2.2
"1790","1982","Q1",2.233333
"1791","1982","Q2",2.333333
"1792","1982","Q3",2.366667
"1793","1982","Q4",2.466667
"1794","1983","Q1",2.666667
"1795","1983","Q2",2.666667
"1796","1983","Q3",2.7
"1797","1983","Q4",2.6
"1798","1984","Q1",2.7
"1799","1984","Q2",2.733333
"1800","1984","Q3",2.733333
"1801","1984","Q4",2.666667
"1802","1985","Q1",2.566667
"1803","1985","Q2",2.566667
"1804","1985","Q3",2.6
"1805","1985","Q4",2.766667
"1806","1986","Q1",2.666667
"1807","1986","Q2",2.766667
"1808","1986","Q3",2.833333
"1809","1986","Q4",2.8
"1810","1987","Q1",2.933333
"1811","1987","Q2",3
"1812","1987","Q3",2.766667
"1813","1987","Q4",2.7
"1814","1988","Q1",2.666667
"1815","1988","Q2",2.466667
"1816","1988","Q3",2.533333
"1817","1988","Q4",2.4
"1818","1989","Q1",2.333333
"1819","1989","Q2",2.3
