"","Country","Quarter","GDP_USD_Millions"
"6162","GBR","2015-Q2",2697894.528809
"6163","GBR","2015-Q3",2718471.656358
"6164","GBR","2015-Q4",2746250.817301
"6165","GBR","2016-Q1",2758438.179951
"6166","GBR","2016-Q2",2788600.293513
"6167","GBR","2016-Q3",2809114.398402
"6168","GBR","2016-Q4",2835738.864185
"6169","GBR","2017-Q1",2845621.499929
"6170","GBR","2017-Q2",2847142.983109
"6171","GBR","2017-Q3",2862831.137547
"6172","GBR","2017-Q4",2878827.816682
"6173","USA","1960-Q1",543347
"6174","USA","1960-Q2",542697
"6175","USA","1960-Q3",546012
"6176","USA","1960-Q4",541063
"6177","USA","1961-Q1",545949
"6178","USA","1961-Q2",557430
"6179","USA","1961-Q3",568228
"6180","USA","1961-Q4",581624
"6181","USA","1962-Q1",595176
"6182","USA","1962-Q2",602580
"6183","USA","1962-Q3",609575
"6184","USA","1962-Q4",613132
"6185","USA","1963-Q1",622679
"6186","USA","1963-Q2",631835
"6187","USA","1963-Q3",644960
"6188","USA","1963-Q4",654840
"6189","USA","1964-Q1",671149
"6190","USA","1964-Q2",680757
"6191","USA","1964-Q3",692807
"6192","USA","1964-Q4",698424
"6193","USA","1965-Q1",719248
"6194","USA","1965-Q2",732369
"6195","USA","1965-Q3",750184
"6196","USA","1965-Q4",773104
"6197","USA","1966-Q1",797328
"6198","USA","1966-Q2",807153
"6199","USA","1966-Q3",820798
"6200","USA","1966-Q4",834864
"6201","USA","1967-Q1",846046
"6202","USA","1967-Q2",851058
"6203","USA","1967-Q3",866614
"6204","USA","1967-Q4",883201
"6205","USA","1968-Q1",911135
"6206","USA","1968-Q2",936297
"6207","USA","1968-Q3",952347
"6208","USA","1968-Q4",970129
"6209","USA","1969-Q1",995419
"6210","USA","1969-Q2",1011361
"6211","USA","1969-Q3",1032016
"6212","USA","1969-Q4",1040741
"6213","USA","1970-Q1",1053528
"6214","USA","1970-Q2",1070110
"6215","USA","1970-Q3",1088461
"6216","USA","1970-Q4",1091462
"6217","USA","1971-Q1",1137812
"6218","USA","1971-Q2",1159355
"6219","USA","1971-Q3",1180313
"6220","USA","1971-Q4",1193585
"6221","USA","1972-Q1",1233807
"6222","USA","1972-Q2",1270122
"6223","USA","1972-Q3",1293837
"6224","USA","1972-Q4",1332023
"6225","USA","1973-Q1",1380680
"6226","USA","1973-Q2",1417595
"6227","USA","1973-Q3",1436813
"6228","USA","1973-Q4",1479069
"6229","USA","1974-Q1",1494654
"6230","USA","1974-Q2",1534220
"6231","USA","1974-Q3",1563396
"6232","USA","1974-Q4",1603004
"6233","USA","1975-Q1",1619553
"6234","USA","1975-Q2",1656448
"6235","USA","1975-Q3",1713812
"6236","USA","1975-Q4",1765867
"6237","USA","1976-Q1",1824509
"6238","USA","1976-Q2",1856944
"6239","USA","1976-Q3",1890500
"6240","USA","1976-Q4",1938413
"6241","USA","1977-Q1",1992534
"6242","USA","1977-Q2",2060165
"6243","USA","1977-Q3",2122387
"6244","USA","1977-Q4",2168716
"6245","USA","1978-Q1",2208688
"6246","USA","1978-Q2",2336563
"6247","USA","1978-Q3",2398866
"6248","USA","1978-Q4",2482159
"6249","USA","1979-Q1",2531555
"6250","USA","1979-Q2",2595909
"6251","USA","1979-Q3",2670388
"6252","USA","1979-Q4",2730705
"6253","USA","1980-Q1",2796523
"6254","USA","1980-Q2",2799938
"6255","USA","1980-Q3",2860044
"6256","USA","1980-Q4",2993525
"6257","USA","1981-Q1",3131799
"6258","USA","1981-Q2",3167251
"6259","USA","1981-Q3",3261203
"6260","USA","1981-Q4",3283536
"6261","USA","1982-Q1",3273809
"6262","USA","1982-Q2",3331281
"6263","USA","1982-Q3",3367072
"6264","USA","1982-Q4",3407810
"6265","USA","1983-Q1",3480321
"6266","USA","1983-Q2",3583844
"6267","USA","1983-Q3",3692257
"6268","USA","1983-Q4",3796121
"6269","USA","1984-Q1",3912774
"6270","USA","1984-Q2",4015000
"6271","USA","1984-Q3",4087378
"6272","USA","1984-Q4",4147606
"6273","USA","1985-Q1",4237010
"6274","USA","1985-Q2",4302297
"6275","USA","1985-Q3",4394563
"6276","USA","1985-Q4",4453105
"6277","USA","1986-Q1",4516344
"6278","USA","1986-Q2",4555245
"6279","USA","1986-Q3",4619627
"6280","USA","1986-Q4",4669396
"6281","USA","1987-Q1",4736231
"6282","USA","1987-Q2",4821459
"6283","USA","1987-Q3",4900509
"6284","USA","1987-Q4",5022670
"6285","USA","1988-Q1",5090615
"6286","USA","1988-Q2",5207707
"6287","USA","1988-Q3",5299486
"6288","USA","1988-Q4",5412713
"6289","USA","1989-Q1",5527352
"6290","USA","1989-Q2",5628429
"6291","USA","1989-Q3",5711556
"6292","USA","1989-Q4",5763444
"6293","USA","1990-Q1",5890835
"6294","USA","1990-Q2",5974665
"6295","USA","1990-Q3",6029504
"6296","USA","1990-Q4",6023332
"6297","USA","1991-Q1",6054867
"6298","USA","1991-Q2",6143612
"6299","USA","1991-Q3",6218425
"6300","USA","1991-Q4",6279296
"6301","USA","1992-Q1",6380798
"6302","USA","1992-Q2",6492299
"6303","USA","1992-Q3",6586548
"6304","USA","1992-Q4",6697553
"6305","USA","1993-Q1",6748182
"6306","USA","1993-Q2",6829594
"6307","USA","1993-Q3",6904222
"6308","USA","1993-Q4",7032844
"6309","USA","1994-Q1",7136259
"6310","USA","1994-Q2",7269847
"6311","USA","1994-Q3",7352255
"6312","USA","1994-Q4",7476661
"6313","USA","1995-Q1",7545296
"6314","USA","1995-Q2",7604923
"6315","USA","1995-Q3",7706531
"6316","USA","1995-Q4",7799493
"6317","USA","1996-Q1",7893146
"6318","USA","1996-Q2",8061535
"6319","USA","1996-Q3",8159043
"6320","USA","1996-Q4",8287078
"6321","USA","1997-Q1",8402060
"6322","USA","1997-Q2",8551940
"6323","USA","1997-Q3",8691756
"6324","USA","1997-Q4",8788320
"6325","USA","1998-Q1",8889732
"6326","USA","1998-Q2",8994738
"6327","USA","1998-Q3",9146521
"6328","USA","1998-Q4",9325650
"6329","USA","1999-Q1",9447103
"6330","USA","1999-Q2",9557005
"6331","USA","1999-Q3",9712280
"6332","USA","1999-Q4",9926101
"6333","USA","2000-Q1",10031031
"6334","USA","2000-Q2",10278340
"6335","USA","2000-Q3",10357445
"6336","USA","2000-Q4",10472285
"6337","USA","2001-Q1",10508121
"6338","USA","2001-Q2",10638384
"6339","USA","2001-Q3",10639486
"6340","USA","2001-Q4",10701317
"6341","USA","2002-Q1",10834445
"6342","USA","2002-Q2",10934752
"6343","USA","2002-Q3",11037057
"6344","USA","2002-Q4",11103834
"6345","USA","2003-Q1",11230078
"6346","USA","2003-Q2",11370653
"6347","USA","2003-Q3",11625137
"6348","USA","2003-Q4",11816827
"6349","USA","2004-Q1",11988403
"6350","USA","2004-Q2",12181398
"6351","USA","2004-Q3",12367744
"6352","USA","2004-Q4",12562163
"6353","USA","2005-Q1",12813729
"6354","USA","2005-Q2",12974083
"6355","USA","2005-Q3",13205445
"6356","USA","2005-Q4",13381629
"6357","USA","2006-Q1",13648904
"6358","USA","2006-Q2",13799794
"6359","USA","2006-Q3",13908498
"6360","USA","2006-Q4",14066370
"6361","USA","2007-Q1",14233226
"6362","USA","2007-Q2",14422313
"6363","USA","2007-Q3",14569675
"6364","USA","2007-Q4",14685330
"6365","USA","2008-Q1",14668445
"6366","USA","2008-Q2",14812974
"6367","USA","2008-Q3",14842983
"6368","USA","2008-Q4",14549949
"6369","USA","2009-Q1",14383885
"6370","USA","2009-Q2",14340417
"6371","USA","2009-Q3",14384145
"6372","USA","2009-Q4",14566511
"6373","USA","2010-Q1",14681063
"6374","USA","2010-Q2",14888600
"6375","USA","2010-Q3",15057660
"6376","USA","2010-Q4",15230208
"6377","USA","2011-Q1",15238371
"6378","USA","2011-Q2",15460926
"6379","USA","2011-Q3",15587125
"6380","USA","2011-Q4",15785312
"6381","USA","2012-Q1",15973881
"6382","USA","2012-Q2",16121851
"6383","USA","2012-Q3",16227939
"6384","USA","2012-Q4",16297349
"6385","USA","2013-Q1",16475440
"6386","USA","2013-Q2",16541390
"6387","USA","2013-Q3",16749349
"6388","USA","2013-Q4",16999888
"6389","USA","2014-Q1",17031324
"6390","USA","2014-Q2",17320921
"6391","USA","2014-Q3",17622257
"6392","USA","2014-Q4",17735933
"6393","USA","2015-Q1",17874715
"6394","USA","2015-Q2",18093224
"6395","USA","2015-Q3",18227689
"6396","USA","2015-Q4",18287226
"6397","USA","2016-Q1",18325187
"6398","USA","2016-Q2",18538039
"6399","USA","2016-Q3",18729130
"6400","USA","2016-Q4",18905545
"6401","USA","2017-Q1",19057705
"6402","USA","2017-Q2",19250009
"6403","USA","2017-Q3",19500602
"6404","USA","2017-Q4",19754102
"6405","USA","2018-Q1",19965326
"6406","ARG","1993-Q1",318284.387222
"6407","ARG","1993-Q2",328116.647433
"6408","ARG","1993-Q3",336014.886581
"6409","ARG","1993-Q4",340325.55116
"6410","ARG","1994-Q1",347246.387166
"6411","ARG","1994-Q2",356450.494069
"6412","ARG","1994-Q3",359374.875825
"6413","ARG","1994-Q4",365762.277055
"6414","ARG","1995-Q1",361944.068501
"6415","ARG","1995-Q2",349615.63553
"6416","ARG","1995-Q3",349875.693857
"6417","ARG","1995-Q4",354343.203909
"6418","ARG","1996-Q1",366203.775345
"6419","ARG","1996-Q2",375912.308137
"6420","ARG","1996-Q3",385724.482866
"6421","ARG","1996-Q4",394812.092371
"6422","ARG","1997-Q1",405642.058385
"6423","ARG","1997-Q2",412822.294473
"6424","ARG","1997-Q3",424748.104673
"6425","ARG","1997-Q4",431935.213829
"6426","ARG","1998-Q1",434885.12369
"6427","ARG","1998-Q2",444320.335097
"6428","ARG","1998-Q3",444588.275299
"6429","ARG","1998-Q4",434547.398726
"6430","ARG","1999-Q1",431199.374284
"6431","ARG","1999-Q2",427681.398409
"6432","ARG","1999-Q3",427914.119056
"6433","ARG","1999-Q4",436985.919087
"6434","ARG","2000-Q1",438752.464309
"6435","ARG","2000-Q2",434031.846555
"6436","ARG","2000-Q3",435599.121736
"6437","ARG","2000-Q4",439121.512473
"6438","ARG","2001-Q1",442412.518323
"6439","ARG","2001-Q2",441878.780176
"6440","ARG","2001-Q3",422988.72766
"6441","ARG","2001-Q4",400566.013976
"6442","ARG","2002-Q1",382671.841698
"6443","ARG","2002-Q2",386095.268622
"6444","ARG","2002-Q3",388138.797706
"6445","ARG","2002-Q4",393889.030529
"6446","ARG","2003-Q1",410246.060163
"6447","ARG","2003-Q2",424126.52625
"6448","ARG","2003-Q3",436721.722892
"6449","ARG","2003-Q4",447140.74763
"6450","ARG","2004-Q1",466053.500468
"6451","ARG","2004-Q2",465242.600047
"6452","ARG","2004-Q3",491707.5406
"6453","ARG","2004-Q4",502183.510191
"6454","ARG","2005-Q1",521297.989837
"6455","ARG","2005-Q2",535935.231729
"6456","ARG","2005-Q3",544927.865267
"6457","ARG","2005-Q4",559529.306611
"6458","ARG","2006-Q1",579258.052491
"6459","ARG","2006-Q2",590701.470079
"6460","ARG","2006-Q3",611526.955278
"6461","ARG","2006-Q4",626433.706132
"6462","ARG","2007-Q1",648591.202698
"6463","ARG","2007-Q2",666020.538136
"6464","ARG","2007-Q3",677015.40888
"6465","ARG","2007-Q4",700883.221746
"6466","ARG","2008-Q1",712194.275573
"6467","ARG","2008-Q2",720984.109022
"6468","ARG","2008-Q3",731238.748885
"6469","ARG","2008-Q4",697158.754641
"6470","ARG","2009-Q1",673724.987862
"6471","ARG","2009-Q2",657458.796643
"6472","ARG","2009-Q3",682320.269081
"6473","ARG","2009-Q4",696561.070877
"6474","ARG","2010-Q1",721052.277959
"6475","ARG","2010-Q2",756637.057459
"6476","ARG","2010-Q3",763243.729451
"6477","ARG","2010-Q4",778063.200529
"6478","ARG","2011-Q1",800715.565
"6479","ARG","2011-Q2",814396.451565
"6480","ARG","2011-Q3",825889.07621
"6481","ARG","2011-Q4",827574.867247
"6482","ARG","2012-Q1",823326.128737
"6483","ARG","2012-Q2",798280.073439
"6484","ARG","2012-Q3",827724.073126
"6485","ARG","2012-Q4",845667.650634
"6486","ARG","2013-Q1",849510.883895
"6487","ARG","2013-Q2",855703.34401
"6488","ARG","2013-Q3",864447.464169
"6489","ARG","2013-Q4",859848.653005
"6490","ARG","2014-Q1",850501.340795
"6491","ARG","2014-Q2",848573.154
"6492","ARG","2014-Q3",847638.189072
"6493","ARG","2014-Q4",857044.354893
"6494","ARG","2015-Q1",878505.039368
"6495","ARG","2015-Q2",904448.948269
"6496","ARG","2015-Q3",908914.690017
"6497","ARG","2015-Q4",899066.062833
"6498","ARG","2016-Q1",894107.420244
"6499","ARG","2016-Q2",878376.32955
"6500","ARG","2016-Q3",883887.630884
"6501","ARG","2016-Q4",897395.962408
"6502","ARG","2017-Q1",921477.566636
"6503","ARG","2017-Q2",934124.884115
"6504","ARG","2017-Q3",951173.004944
"6505","ARG","2017-Q4",971021.285787
"6506","BRA","1996-Q1",1334974.747224
"6507","BRA","1996-Q2",1340497.089686
"6508","BRA","1996-Q3",1391102.936498
"6509","BRA","1996-Q4",1385262.849571
"6510","BRA","1997-Q1",1408799.560893
"6511","BRA","1997-Q2",1418491.667274
"6512","BRA","1997-Q3",1445405.176361
"6513","BRA","1997-Q4",1462948.106957
"6514","BRA","1998-Q1",1429974.882576
"6515","BRA","1998-Q2",1462828.895746
"6516","BRA","1998-Q3",1468341.511276
"6517","BRA","1998-Q4",1456772.930674
"6518","BRA","1999-Q1",1460029.740117
"6519","BRA","1999-Q2",1478512.792259
"6520","BRA","1999-Q3",1483288.622657
"6521","BRA","1999-Q4",1511637.261073
"6522","BRA","2000-Q1",1546717.522477
"6523","BRA","2000-Q2",1564591.080028
"6524","BRA","2000-Q3",1588389.957918
"6525","BRA","2000-Q4",1618253.677444
"6526","BRA","2001-Q1",1635062.661413
"6527","BRA","2001-Q2",1642004.822969
"6528","BRA","2001-Q3",1633590.466741
"6529","BRA","2001-Q4",1642413.991568
"6530","BRA","2002-Q1",1679125.720758
"6531","BRA","2002-Q2",1691535.375619
"6532","BRA","2002-Q3",1727237.184482
"6533","BRA","2002-Q4",1756929.905399
"6534","BRA","2003-Q1",1746694.311046
"6535","BRA","2003-Q2",1747714.117384
"6536","BRA","2003-Q3",1773574.174568
"6537","BRA","2003-Q4",1803477.024505
"6538","BRA","2004-Q1",1853186.204475
"6539","BRA","2004-Q2",1908263.451087
"6540","BRA","2004-Q3",1946034.931951
"6541","BRA","2004-Q4",1976538.639662
"6542","BRA","2005-Q1",1999478.710085
"6543","BRA","2005-Q2",2043301.471166
"6544","BRA","2005-Q3",2054902.823779
"6545","BRA","2005-Q4",2088523.829065
"6546","BRA","2006-Q1",2139134.23208
"6547","BRA","2006-Q2",2169441.666027
"6548","BRA","2006-Q3",2215170.369835
"6549","BRA","2006-Q4",2247037.793228
"6550","BRA","2007-Q1",2315627.871432
"6551","BRA","2007-Q2",2376373.835815
"6552","BRA","2007-Q3",2404656.17727
"6553","BRA","2007-Q4",2456572.576242
"6554","BRA","2008-Q1",2515475.133068
"6555","BRA","2008-Q2",2562595.808876
"6556","BRA","2008-Q3",2631584.625276
"6557","BRA","2008-Q4",2527164.975457
"6558","BRA","2009-Q1",2485182.96724
"6559","BRA","2009-Q2",2538932.645514
"6560","BRA","2009-Q3",2603080.236664
"6561","BRA","2009-Q4",2670282.930563
"6562","BRA","2010-Q1",2722972.875451
"6563","BRA","2010-Q2",2783575.441881
"6564","BRA","2010-Q3",2828163.629237
"6565","BRA","2010-Q4",2874167.199256
"6566","BRA","2011-Q1",2915103.984967
"6567","BRA","2011-Q2",2978586.166882
"6568","BRA","2011-Q3",2997167.440401
"6569","BRA","2011-Q4",3007081.824963
"6570","BRA","2012-Q1",3020989.938261
"6571","BRA","2012-Q2",3061093.366474
"6572","BRA","2012-Q3",3124789.329021
"6573","BRA","2012-Q4",3143164.304425
"6574","BRA","2013-Q1",3162641.502455
"6575","BRA","2013-Q2",3223748.783822
"6576","BRA","2013-Q3",3261915.832946
"6577","BRA","2013-Q4",3277604.225227
"6578","BRA","2014-Q1",3305752.557177
"6579","BRA","2014-Q2",3289591.379909
"6580","BRA","2014-Q3",3307088.687638
"6581","BRA","2014-Q4",3323458.003885
"6582","BRA","2015-Q1",3278447.530601
"6583","BRA","2015-Q2",3230168.810497
"6584","BRA","2015-Q3",3187705.451178
"6585","BRA","2015-Q4",3161818.180195
"6586","BRA","2016-Q1",3139798.243712
"6587","BRA","2016-Q2",3136412.83806
"6588","BRA","2016-Q3",3136647.956793
"6589","BRA","2016-Q4",3137162.281077
"6590","BRA","2017-Q1",3202726.481669
"6591","BRA","2017-Q2",3238312.40061
"6592","BRA","2017-Q3",3271968.981644
"6593","BRA","2017-Q4",3301762.919067
"6594","CHL","1995-Q1",101575.872338
"6595","CHL","1995-Q2",104259.444021
"6596","CHL","1995-Q3",105157.638049
"6597","CHL","1995-Q4",108000.679395
"6598","CHL","1996-Q1",112868.209358
"6599","CHL","1996-Q2",115348.044436
"6600","CHL","1996-Q3",117499.885452
"6601","CHL","1996-Q4",119920.098433
"6602","CHL","1997-Q1",122019.533752
"6603","CHL","1997-Q2",125342.480267
"6604","CHL","1997-Q3",129011.774639
"6605","CHL","1997-Q4",132475.667447
"6606","CHL","1998-Q1",132683.848987
"6607","CHL","1998-Q2",135989.337123
"6608","CHL","1998-Q3",136081.456595
"6609","CHL","1998-Q4",131773.975656
"6610","CHL","1999-Q1",131923.228675
"6611","CHL","1999-Q2",132771.270976
"6612","CHL","1999-Q3",136797.55064
"6613","CHL","1999-Q4",140861.952015
"6614","CHL","2000-Q1",142984.794033
"6615","CHL","2000-Q2",144085.721079
"6616","CHL","2000-Q3",147348.801319
"6617","CHL","2000-Q4",149926.050396
"6618","CHL","2001-Q1",152267.39061
"6619","CHL","2001-Q2",154474.632763
"6620","CHL","2001-Q3",154171.786403
"6621","CHL","2001-Q4",156471.645377
"6622","CHL","2002-Q1",159025.806711
"6623","CHL","2002-Q2",159659.558342
"6624","CHL","2002-Q3",161665.96187
"6625","CHL","2002-Q4",165935.487139
"6626","CHL","2003-Q1",168354.586417
"6627","CHL","2003-Q2",170293.504833
"6628","CHL","2003-Q3",172515.002738
"6629","CHL","2003-Q4",174998.459413
"6630","CHL","2004-Q1",181377.211462
"6631","CHL","2004-Q2",186816.557042
"6632","CHL","2004-Q3",192438.299249
"6633","CHL","2004-Q4",194942.019252
"6634","CHL","2005-Q1",194417.435207
"6635","CHL","2005-Q2",199598.65543
"6636","CHL","2005-Q3",209791.926998
"6637","CHL","2005-Q4",221519.803406
"6638","CHL","2006-Q1",236891.886654
"6639","CHL","2006-Q2",253571.380486
"6640","CHL","2006-Q3",265463.591818
"6641","CHL","2006-Q4",274936.941918
"6642","CHL","2007-Q1",279836.079543
"6643","CHL","2007-Q2",281582.22423
"6644","CHL","2007-Q3",278906.870072
"6645","CHL","2007-Q4",279282.821214
"6646","CHL","2008-Q1",280306.407459
"6647","CHL","2008-Q2",277836.591756
"6648","CHL","2008-Q3",274212.097882
"6649","CHL","2008-Q4",270653.247916
"6650","CHL","2009-Q1",268255.174351
"6651","CHL","2009-Q2",267997.038177
"6652","CHL","2009-Q3",273850.946597
"6653","CHL","2009-Q4",281821.07136
"6654","CHL","2010-Q1",288066.665772
"6655","CHL","2010-Q2",305072.207139
"6656","CHL","2010-Q3",318952.209013
"6657","CHL","2010-Q4",329243.325762
"6658","CHL","2011-Q1",338412.387363
"6659","CHL","2011-Q2",348970.808147
"6660","CHL","2011-Q3",353982.318223
"6661","CHL","2011-Q4",361289.400035
"6662","CHL","2012-Q1",367134.970677
"6663","CHL","2012-Q2",372969.950472
"6664","CHL","2012-Q3",376013.764025
"6665","CHL","2012-Q4",380788.727972
"6666","CHL","2013-Q1",385736.734861
"6667","CHL","2013-Q2",392439.239356
"6668","CHL","2013-Q3",397313.726827
"6669","CHL","2013-Q4",401446.491511
"6670","CHL","2014-Q1",403165.711104
"6671","CHL","2014-Q2",405240.656998
"6672","CHL","2014-Q3",404615.024688
"6673","CHL","2014-Q4",405847.950667
"6674","CHL","2015-Q1",402073.384413
"6675","CHL","2015-Q2",404334.695392
"6676","CHL","2015-Q3",403677.090282
"6677","CHL","2015-Q4",408810.869731
"6678","CHL","2016-Q1",413771.159494
"6679","CHL","2016-Q2",416325.295906
"6680","CHL","2016-Q3",422340.005598
"6681","CHL","2016-Q4",429409.934781
"6682","CHL","2017-Q1",434041.681454
"6683","CHL","2017-Q2",442550.827122
"6684","CHL","2017-Q3",459783.71148
"6685","CHL","2017-Q4",470443.511976
"6686","EST","1995-Q1",8908.998686
"6687","EST","1995-Q2",8961.149141
"6688","EST","1995-Q3",9072.941581
"6689","EST","1995-Q4",9121.482165
"6690","EST","1996-Q1",9289.215548
"6691","EST","1996-Q2",9447.525513
"6692","EST","1996-Q3",9825.045446
"6693","EST","1996-Q4",9983.619307
"6694","EST","1997-Q1",10408.052865
"6695","EST","1997-Q2",10778.847305
"6696","EST","1997-Q3",11146.723488
"6697","EST","1997-Q4",11451.929174
"6698","EST","1998-Q1",11620.851453
"6699","EST","1998-Q2",11608.784846
"6700","EST","1998-Q3",11673.95549
"6701","EST","1998-Q4",11450.260976
"6702","EST","1999-Q1",11407.128443
"6703","EST","1999-Q2",11477.527425
"6704","EST","1999-Q3",11661.33728
"6705","EST","1999-Q4",11958.974275
"6706","EST","2000-Q1",12600.412934
"6707","EST","2000-Q2",13034.606422
"6708","EST","2000-Q3",13272.084659
"6709","EST","2000-Q4",13676.546353
"6710","EST","2001-Q1",13850.306175
"6711","EST","2001-Q2",14179.36405
"6712","EST","2001-Q3",14341.601126
"6713","EST","2001-Q4",14835.191151
"6714","EST","2002-Q1",15087.818879
"6715","EST","2002-Q2",15851.612102
"6716","EST","2002-Q3",16275.449266
"6717","EST","2002-Q4",16732.988358
"6718","EST","2003-Q1",17303.155662
"6719","EST","2003-Q2",17676.1264
"6720","EST","2003-Q3",18282.287765
"6721","EST","2003-Q4",18374.580859
"6722","EST","2004-Q1",19421.496987
"6723","EST","2004-Q2",18989.68654
"6724","EST","2004-Q3",20011.135985
"6725","EST","2004-Q4",20200.226236
"6726","EST","2005-Q1",21122.520973
"6727","EST","2005-Q2",21894.354791
"6728","EST","2005-Q3",22858.293337
"6729","EST","2005-Q4",23520.32721
"6730","EST","2006-Q1",24633.685467
"6731","EST","2006-Q2",25291.654609
"6732","EST","2006-Q3",26499.866913
"6733","EST","2006-Q4",27153.07726
"6734","EST","2007-Q1",28592.055928
"6735","EST","2007-Q2",29110.370957
"6736","EST","2007-Q3",29492.594867
"6737","EST","2007-Q4",30345.3556
"6738","EST","2008-Q1",29909.80163
"6739","EST","2008-Q2",31306.138953
"6740","EST","2008-Q3",31211.376556
"6741","EST","2008-Q4",28762.246141
"6742","EST","2009-Q1",27770.739725
"6743","EST","2009-Q2",27553.621112
"6744","EST","2009-Q3",26840.109004
"6745","EST","2009-Q4",27346.513918
"6746","EST","2010-Q1",27379.258541
"6747","EST","2010-Q2",28401.583748
"6748","EST","2010-Q3",28965.008121
"6749","EST","2010-Q4",30255.520353
"6750","EST","2011-Q1",31364.366064
"6751","EST","2011-Q2",32289.775013
"6752","EST","2011-Q3",33246.938843
"6753","EST","2011-Q4",33367.901037
"6754","EST","2012-Q1",33819.153683
"6755","EST","2012-Q2",34170.942896
"6756","EST","2012-Q3",34629.478204
"6757","EST","2012-Q4",34987.592887
"6758","EST","2013-Q1",35767.974811
"6759","EST","2013-Q2",35857.111518
"6760","EST","2013-Q3",36507.299269
"6761","EST","2013-Q4",36760.583332
"6762","EST","2014-Q1",37138.685521
"6763","EST","2014-Q2",37469.538399
"6764","EST","2014-Q3",37452.586603
"6765","EST","2014-Q4",37909.424109
"6766","EST","2015-Q1",37228.767244
"6767","EST","2015-Q2",37786.198218
"6768","EST","2015-Q3",37749.562099
"6769","EST","2015-Q4",38138.158581
"6770","EST","2016-Q1",38434.2876
"6771","EST","2016-Q2",38858.203802
"6772","EST","2016-Q3",39336.863152
"6773","EST","2016-Q4",39848.482496
"6774","EST","2017-Q1",40043.209318
"6775","EST","2017-Q2",40433.208257
"6776","EST","2017-Q3",40419.951918
"6777","EST","2017-Q4",41187.640991
"6778","IND","1997-Q1",1607567.245453
"6779","IND","1997-Q2",1607848.328119
"6780","IND","1997-Q3",1626440.649056
"6781","IND","1997-Q4",1655889.712137
"6782","IND","1998-Q1",1688047.169927
"6783","IND","1998-Q2",1717485.102269
"6784","IND","1998-Q3",1760355.683203
"6785","IND","1998-Q4",1795650.07267
"6786","IND","1999-Q1",1842252.716255
"6787","IND","1999-Q2",1902124.708221
"6788","IND","1999-Q3",1936109.166339
"6789","IND","1999-Q4",1977667.00532
"6790","IND","2000-Q1",2032331.282447
"6791","IND","2000-Q2",2045468.252036
"6792","IND","2000-Q3",2086133.069438
"6793","IND","2000-Q4",2099503.780971
"6794","IND","2001-Q1",2126661.884118
"6795","IND","2001-Q2",2186960.21693
"6796","IND","2001-Q3",2220053.08059
"6797","IND","2001-Q4",2274673.699538
"6798","IND","2002-Q1",2295119.788865
"6799","IND","2002-Q2",2314435.481985
"6800","IND","2002-Q3",2336678.122123
"6801","IND","2002-Q4",2351014.113477
"6802","IND","2003-Q1",2420400.917848
"6803","IND","2003-Q2",2489593.273268
"6804","IND","2003-Q3",2567332.758772
"6805","IND","2003-Q4",2660266.267399
"6806","IND","2004-Q1",2687326.998238
"6807","IND","2004-Q2",2767637.729799
"6808","IND","2004-Q3",2849583.571564
"6809","IND","2004-Q4",2932668.641878
"6810","IND","2005-Q1",3020337.202176
"6811","IND","2005-Q2",3134703.563467
"6812","IND","2005-Q3",3207524.111787
"6813","IND","2005-Q4",3310032.459385
"6814","IND","2006-Q1",3412718.19969
"6815","IND","2006-Q2",3480518.833871
"6816","IND","2006-Q3",3613520.873332
"6817","IND","2006-Q4",3710615.750083
"6818","IND","2007-Q1",3837072.772107
"6819","IND","2007-Q2",3944441.425645
"6820","IND","2007-Q3",4026277.667727
"6821","IND","2007-Q4",4253638.001851
"6822","IND","2008-Q1",4288513.212552
"6823","IND","2008-Q2",4336938.122404
"6824","IND","2008-Q3",4381201.78197
"6825","IND","2008-Q4",4405762.854218
"6826","IND","2009-Q1",4311747.215467
"6827","IND","2009-Q2",4519042.09597
"6828","IND","2009-Q3",4629562.153414
"6829","IND","2009-Q4",4754171.332409
"6830","IND","2010-Q1",4920917.734403
"6831","IND","2010-Q2",5076589.901458
"6832","IND","2010-Q3",5255114.851169
"6833","IND","2010-Q4",5397453.908268
"6834","IND","2011-Q1",5498727.544606
"6835","IND","2011-Q2",5601247.730919
"6836","IND","2011-Q3",5622302.969592
"6837","IND","2011-Q4",5720973.959812
"6838","IND","2012-Q1",5833704.674446
"6839","IND","2012-Q2",5932706.748507
"6840","IND","2012-Q3",6078602.306109
"6841","IND","2012-Q4",6177519.465559
"6842","IND","2013-Q1",6303823.352144
"6843","IND","2013-Q2",6417595.965231
"6844","IND","2013-Q3",6568751.215597
"6845","IND","2013-Q4",6767471.78509
"6846","IND","2014-Q1",6905336.067792
"6847","IND","2014-Q2",7126029.21974
"6848","IND","2014-Q3",7309398.705776
"6849","IND","2014-Q4",7441807.718998
"6850","IND","2015-Q1",7576106.180292
"6851","IND","2015-Q2",7785241.472446
"6852","IND","2015-Q3",7959156.050413
"6853","IND","2015-Q4",8095335.959931
"6854","IND","2016-Q1",8256748.004877
"6855","IND","2016-Q2",8427777.676365
"6856","IND","2016-Q3",8602712.700876
"6857","IND","2016-Q4",8813712.44942
"6858","IND","2017-Q1",9079185.337975
"6859","IND","2017-Q2",9328714.009619
"6860","IND","2017-Q3",9634400.127385
"6861","IND","2017-Q4",9954947.348701
