"","Country","Quarter","GDP_USD_Millions","changepct"
"110","AUS","1962-Q2",28137.593657,0.0215683788136987
"111","AUS","1962-Q3",28428.239353,0.0103294439298185
"112","AUS","1962-Q4",28979.181875,0.0193801140886292
"113","AUS","1963-Q1",29742.843019,0.0263520601545623
"114","AUS","1963-Q2",29379.014306,-0.0122324793486481
"115","AUS","1963-Q3",30609.459357,0.0418817676517046
"116","AUS","1963-Q4",31521.268487,0.0297884754959412
"117","AUS","1964-Q1",31584.840317,0.00201679161567421
"118","AUS","1964-Q2",32449.67304,0.0273812599436991
"119","AUS","1964-Q3",32785.497156,0.0103490754925645
"120","AUS","1964-Q4",33868.217439,0.033024366775596
"121","AUS","1965-Q1",34316.918241,0.0132484327764859
"122","AUS","1965-Q2",35020.534696,0.0205034860665128
"123","AUS","1965-Q3",35078.908861,0.00166685533235643
"124","AUS","1965-Q4",35442.012782,0.010351060873609
"125","AUS","1966-Q1",35621.916405,0.0050759990440321
"126","AUS","1966-Q2",36434.512732,0.022811695972818
"127","AUS","1966-Q3",37831.120257,0.0383319940429278
"128","AUS","1966-Q4",38375.427898,0.0143878277276044
"129","AUS","1967-Q1",39983.13177,0.0418940963022796
"130","AUS","1967-Q2",40085.760481,0.00256680020940735
"131","AUS","1967-Q3",41201.658273,0.0278377603071525
"132","AUS","1967-Q4",42002.049504,0.0194261897348076
"133","AUS","1968-Q1",42091.030668,0.00211849576510601
"134","AUS","1968-Q2",44173.81352,0.0494828189983823
"135","AUS","1968-Q3",45189.969579,0.0230035846585879
"136","AUS","1968-Q4",47542.077155,0.0520493285990845
"137","AUS","1969-Q1",47717.784861,0.0036958356999663
"138","AUS","1969-Q2",49293.114109,0.0330134613873815
"139","AUS","1969-Q3",50826.048201,0.0310983414156037
"140","AUS","1969-Q4",52556.548863,0.0340475154620807
"141","AUS","1970-Q1",54310.063274,0.0333643370604663
"142","AUS","1970-Q2",56058.657192,0.0321964993702577
"143","AUS","1970-Q3",56269.91908,0.00376858630909464
"144","AUS","1970-Q4",58295.177337,0.0359918459118566
"145","AUS","1971-Q1",59174.536385,0.0150845934118442
"146","AUS","1971-Q2",60321.023696,0.0193746733145613
"147","AUS","1971-Q3",62986.957703,0.044195768633429
"148","AUS","1971-Q4",63304.844789,0.00504687156822089
"149","AUS","1972-Q1",63473.759945,0.00266828165463485
"150","AUS","1972-Q2",65121.619623,0.025961274067077
"151","AUS","1972-Q3",65284.523561,0.00250153388295748
"152","AUS","1972-Q4",66713.884851,0.0218943359319217
"153","AUS","1973-Q1",69143.611719,0.0364201076496534
"154","AUS","1973-Q2",70273.355171,0.0163390864884422
"155","AUS","1973-Q3",72282.857332,0.0285955061646077
"156","AUS","1973-Q4",75560.784869,0.0453486159511412
"157","AUS","1974-Q1",77008.091016,0.0191541968431007
"158","AUS","1974-Q2",77302.273304,0.00382014778082051
"159","AUS","1974-Q3",80595.422735,0.0426009390183043
"160","AUS","1974-Q4",83189.182251,0.0321824667950233
"161","AUS","1975-Q1",85604.26016,0.0290311533741632
"162","AUS","1975-Q2",89708.601399,0.0479455255068932
"163","AUS","1975-Q3",90327.687804,0.00690108189566419
"164","AUS","1975-Q4",90478.470314,0.00166928340208579
"165","AUS","1976-Q1",95268.347882,0.0529394180889334
"166","AUS","1976-Q2",96658.167923,0.0145884763607052
"167","AUS","1976-Q3",98545.77014,0.0195286364056031
"168","AUS","1976-Q4",101196.952927,0.0269030602047514
"169","AUS","1977-Q1",102388.821874,0.0117777157565186
"170","AUS","1977-Q2",105393.91614,0.0293498275592826
"171","AUS","1977-Q3",106288.729059,0.00849017620534547
"172","AUS","1977-Q4",108306.760807,0.0189863193008903
"173","AUS","1978-Q1",110747.40151,0.0225345184807914
"174","AUS","1978-Q2",113831.142434,0.027844815155519
"175","AUS","1978-Q3",117288.415209,0.0303719412901839
"176","AUS","1978-Q4",120644.421755,0.0286132823946835
"177","AUS","1979-Q1",126113.411322,0.0453314748203295
"178","AUS","1979-Q2",126947.722306,0.0066155611465444
"179","AUS","1979-Q3",130755.693652,0.0299963739154068
"180","AUS","1979-Q4",135862.285991,0.0390544548873792
"181","AUS","1980-Q1",139219.805768,0.0247126695426161
"182","AUS","1980-Q2",142730.351974,0.0252158533524323
"183","AUS","1980-Q3",146825.231038,0.0286896165207099
"184","AUS","1980-Q4",153580.646604,0.0460099093203649
"185","AUS","1981-Q1",158171.950534,0.0298950683665139
"186","AUS","1981-Q2",163710.230043,0.0350142960891761
"187","AUS","1981-Q3",169988.487026,0.0383498146777447
"188","AUS","1981-Q4",172383.454732,0.0140889994840281
"189","AUS","1982-Q1",173155.842552,0.00448063778046904
"190","AUS","1982-Q2",176944.356919,0.0218792176525162
"191","AUS","1982-Q3",178295.60883,0.00763659228544126
"192","AUS","1982-Q4",177760.877964,-0.00299912527015654
"193","AUS","1983-Q1",177833.642899,0.000409341671988822
"194","AUS","1983-Q2",178890.611124,0.00594357854773459
"195","AUS","1983-Q3",185699.648049,0.0380625728886368
"196","AUS","1983-Q4",189891.404421,0.0225727749946728
"197","AUS","1984-Q1",196118.669347,0.0327938220531235
"198","AUS","1984-Q2",199730.944355,0.0184188227465928
"199","AUS","1984-Q3",203208.184285,0.0174096204332743
"200","AUS","1984-Q4",206349.671219,0.0154594508338998
"201","AUS","1985-Q1",211966.287149,0.0272189235719162
"202","AUS","1985-Q2",218359.298029,0.0301605079090057
"203","AUS","1985-Q3",223015.966354,0.0213257157676957
"204","AUS","1985-Q4",223201.59598,0.000832360252204335
"205","AUS","1986-Q1",225040.884769,0.00824048224621473
"206","AUS","1986-Q2",225066.299263,0.000112932785640638
"207","AUS","1986-Q3",226495.136471,0.00634851691558829
"208","AUS","1986-Q4",231650.896175,0.022763224784123
"209","AUS","1987-Q1",236090.859172,0.0191666126499499
"210","AUS","1987-Q2",241692.90471,0.0237283457633518
"211","AUS","1987-Q3",248160.706781,0.026760413503907
"212","AUS","1987-Q4",255532.153128,0.029704325243985
"213","AUS","1988-Q1",259047.529336,0.0137570797450256
"214","AUS","1988-Q2",261820.02544,0.0107026541079413
"215","AUS","1988-Q3",267052.423838,0.019984714267775
"216","AUS","1988-Q4",273180.035008,0.0229453493884674
"217","AUS","1989-Q1",278859.631015,0.0207906701777591
"218","AUS","1989-Q2",287375.615241,0.0305386053729016
"219","AUS","1989-Q3",291850.386501,0.0155711585210433
"220","AUS","1989-Q4",293274.632944,0.00488005673069465
"221","AUS","1990-Q1",299283.476591,0.0204887943654757
"222","AUS","1990-Q2",302726.794249,0.0115052046882818
"223","AUS","1990-Q3",303437.428423,0.00234744392468753
"224","AUS","1990-Q4",306887.200502,0.0113689734879737
"225","AUS","1991-Q1",304932.929979,-0.00636804180755414
"226","AUS","1991-Q2",306058.227239,0.00369031071874565
"227","AUS","1991-Q3",309716.535405,0.0119529809703275
"228","AUS","1991-Q4",312089.489644,0.00766169696395788
"229","AUS","1992-Q1",316851.116187,0.0152572473633494
"230","AUS","1992-Q2",321721.4922,0.0153711814924634
"231","AUS","1992-Q3",326830.760047,0.0158810274441467
"232","AUS","1992-Q4",335783.805784,0.027393522371372
"233","AUS","1993-Q1",339678.221276,0.0115979848489333
"234","AUS","1993-Q2",343353.695694,0.0108204594459811
"235","AUS","1993-Q3",345758.9889,0.00700529289815369
"236","AUS","1993-Q4",354065.565016,0.0240241797976868
"237","AUS","1994-Q1",362047.244943,0.022542943216292
"238","AUS","1994-Q2",368539.68505,0.0179325770260235
"239","AUS","1994-Q3",373430.124687,0.0132697775446803
"240","AUS","1994-Q4",379002.407424,0.0149218886442826
"241","AUS","1995-Q1",381165.311302,0.00570683414045005
"242","AUS","1995-Q2",384099.120073,0.0076969458762619
"243","AUS","1995-Q3",394600.278298,0.0273397091433174
"244","AUS","1995-Q4",396931.690514,0.0059082883216807
"245","AUS","1996-Q1",405769.173406,0.0222644931185919
"246","AUS","1996-Q2",410032.626106,0.0105070887081264
"247","AUS","1996-Q3",414353.868302,0.010538776479906
"248","AUS","1996-Q4",419485.544734,0.0123847677663282
"249","AUS","1997-Q1",423885.832397,0.0104897241829638
"250","AUS","1997-Q2",437348.370354,0.031759820517878
"251","AUS","1997-Q3",439700.953662,0.00537919760875241
"252","AUS","1997-Q4",448000.698452,0.0188758853508879
"253","AUS","1998-Q1",453534.444735,0.012352092981375
"254","AUS","1998-Q2",459356.252958,0.0128365293762895
"255","AUS","1998-Q3",469804.227346,0.0227448180376796
"256","AUS","1998-Q4",477615.437843,0.0166265223732165
"257","AUS","1999-Q1",481904.202905,0.00897953609156538
"258","AUS","1999-Q2",484746.668889,0.00589840463491529
"259","AUS","1999-Q3",492517.654851,0.0160310249883933
"260","AUS","1999-Q4",504474.398797,0.0242767824223829
"261","AUS","2000-Q1",512863.646987,0.016629680733067
"262","AUS","2000-Q2",522208.24349,0.0182204306308278
"263","AUS","2000-Q3",527219.724207,0.00959670931946124
"264","AUS","2000-Q4",527862.978837,0.00122008832459277
"265","AUS","2001-Q1",535374.833494,0.0142306904597673
"266","AUS","2001-Q2",543350.202636,0.0148967949986565
"267","AUS","2001-Q3",551928.393655,0.0157875914601374
"268","AUS","2001-Q4",561340.686752,0.0170534678143111
"269","AUS","2002-Q1",569052.699014,0.0137385592101347
"270","AUS","2002-Q2",582498.225986,0.0236279117826822
"271","AUS","2002-Q3",587715.658526,0.00895699301258533
"272","AUS","2002-Q4",594926.173549,0.0122687134814209
"273","AUS","2003-Q1",598166.943382,0.00544734788464134
"274","AUS","2003-Q2",601552.154218,0.00565930777929697
"275","AUS","2003-Q3",613876.249708,0.0204871604292082
"276","AUS","2003-Q4",627517.523546,0.0222215370679167
"277","AUS","2004-Q1",638315.420606,0.0172073235484849
"278","AUS","2004-Q2",648379.633763,0.015766833813047
"279","AUS","2004-Q3",656396.292205,0.0123641428949174
"280","AUS","2004-Q4",665228.301894,0.013455301003196
"281","AUS","2005-Q1",675539.498847,0.0155002379237962
"282","AUS","2005-Q2",683582.118426,0.0119054764269551
"283","AUS","2005-Q3",697422.721234,0.0202471691914193
"284","AUS","2005-Q4",710753.579001,0.0191144586505767
"285","AUS","2006-Q1",720396.311592,0.013566913872672
"286","AUS","2006-Q2",729340.043035,0.0124150155950068
"287","AUS","2006-Q3",745812.408752,0.0225853028012196
"288","AUS","2006-Q4",757453.30588,0.0156083446606624
"289","AUS","2007-Q1",776705.812272,0.0254174168130835
"290","AUS","2007-Q2",785515.098694,0.0113418572164811
"291","AUS","2007-Q3",796961.747232,0.0145721559738714
"292","AUS","2007-Q4",804543.030356,0.00951273150854629
"293","AUS","2008-Q1",818823.273015,0.0177495076337698
"294","AUS","2008-Q2",826481.008809,0.00935212279177572
"295","AUS","2008-Q3",842478.637193,0.0193563169794467
"296","AUS","2008-Q4",845245.326582,0.00328398758954674
"297","AUS","2009-Q1",864219.006016,0.0224475413673398
"298","AUS","2009-Q2",872567.088825,0.00965968435186829
"299","AUS","2009-Q3",876375.854276,0.00436501158452923
"300","AUS","2009-Q4",883430.914018,0.00805026714003702
"301","AUS","2010-Q1",885795.291549,0.00267635815487409
"302","AUS","2010-Q2",894942.882305,0.0103269805600383
"303","AUS","2010-Q3",908361.823279,0.0149941870473772
"304","AUS","2010-Q4",931190.420306,0.0251316121417273
"305","AUS","2011-Q1",947167.429105,0.0171576172290837
"306","AUS","2011-Q2",968770.777263,0.0228083731494162
"307","AUS","2011-Q3",981740.597741,0.0133879146464788
"308","AUS","2011-Q4",978228.070503,-0.00357785676387666
"309","AUS","2012-Q1",968361.746183,-0.0100859141313812
"310","AUS","2012-Q2",971279.55829,0.00301314267989321
"311","AUS","2012-Q3",981934.542752,0.0109700491182568
"312","AUS","2012-Q4",1007024.428781,0.0255514852942053
"313","AUS","2013-Q1",1045083.169737,0.0377932648585994
"314","AUS","2013-Q2",1074083.239065,0.0277490540157661
"315","AUS","2013-Q3",1097502.375672,0.0218038376870926
"316","AUS","2013-Q4",1110745.109746,0.0120662463859283
"317","AUS","2014-Q1",1110369.603815,-0.000338066697485494
"318","AUS","2014-Q2",1111228.25742,0.000773304314211887
"319","AUS","2014-Q3",1110362.277396,-0.000779299858708169
"320","AUS","2014-Q4",1106765.794794,-0.00323901727860785
"321","AUS","2015-Q1",1108597.49552,0.00165500301384093
"322","AUS","2015-Q2",1109033.330993,0.0003931413112163
"323","AUS","2015-Q3",1117292.300344,0.00744699831844123
"324","AUS","2015-Q4",1120257.63175,0.00265403368938178
"325","AUS","2016-Q1",1128923.146353,0.00773528727446684
"326","AUS","2016-Q2",1142688.035632,0.0121929374231254
"327","AUS","2016-Q3",1144452.673058,0.0015442862539677
"328","AUS","2016-Q4",1162220.826681,0.0155254594980526
"329","AUS","2017-Q1",1177474.843673,0.0131248869765668
"330","AUS","2017-Q2",1194262.875918,0.014257656828261
"331","AUS","2017-Q3",1212989.604108,0.0156805746604199
"332","AUS","2017-Q4",1228707.628139,0.0129580863494363
"333","AUT","1960-Q1",13529.107541,0
"334","AUT","1960-Q2",13897.930911,0.027261470786767
"335","AUT","1960-Q3",14132.447723,0.0168742249117373
"336","AUT","1960-Q4",14374.494942,0.017127055676709
"337","AUT","1961-Q1",14805.041113,0.0299520903334149
"338","AUT","1961-Q2",14784.993045,-0.00135413794848542
"339","AUT","1961-Q3",15008.761732,0.0151348523681366
"340","AUT","1961-Q4",15091.999172,0.00554592320714436
"341","AUT","1962-Q1",15394.670583,0.0200550906179177
"342","AUT","1962-Q2",15417.880811,0.00150767941898233
"343","AUT","1962-Q3",15579.477919,0.0104811491268442
"344","AUT","1962-Q4",15623.06948,0.00279801166808273
"345","AUT","1963-Q1",15747.358371,0.00795547194865321
"346","AUT","1963-Q2",16231.797437,0.0307631956158521
"347","AUT","1963-Q3",16427.929634,0.0120832087611519
"348","AUT","1963-Q4",16899.310452,0.0286938663910765
"349","AUT","1964-Q1",17125.198174,0.013366682779253
"350","AUT","1964-Q2",17415.729699,0.016965148201385
"351","AUT","1964-Q3",17644.7283,0.0131489524101392
"352","AUT","1964-Q4",18231.461436,0.0332526024784413
"353","AUT","1965-Q1",18134.488612,-0.00531898248203608
"354","AUT","1965-Q2",18312.70742,0.00982761696859025
"355","AUT","1965-Q3",18756.431003,0.0242303648948924
"356","AUT","1965-Q4",18968.902881,0.0113279481563426
"357","AUT","1966-Q1",19701.788572,0.0386361665509968
"358","AUT","1966-Q2",19838.464398,0.00693722935359489
"359","AUT","1966-Q3",20086.399704,0.0124977065273759
"360","AUT","1966-Q4",20437.156267,0.0174623908798424
"361","AUT","1967-Q1",20702.454315,0.0129811625714473
"362","AUT","1967-Q2",20985.297577,0.0136623058163238
"363","AUT","1967-Q3",21046.99364,0.00293996607737498
"364","AUT","1967-Q4",21622.078145,0.0273238313669201
"365","AUT","1968-Q1",22139.641825,0.0239368147931555
"366","AUT","1968-Q2",22637.920357,0.0225061695188468
"367","AUT","1968-Q3",23274.2666,0.0281097482880415
"368","AUT","1968-Q4",23812.796991,0.0231384472926851
"369","AUT","1969-Q1",24289.96338,0.0200382336094473
"370","AUT","1969-Q2",25064.530068,0.0318883431762506
"371","AUT","1969-Q3",26030.684432,0.0385466777704918
"372","AUT","1969-Q4",26639.014571,0.0233697327701522
"373","AUT","1970-Q1",27532.150973,0.0335273814134361
"374","AUT","1970-Q2",28645.751823,0.0404472883754007
"375","AUT","1970-Q3",29444.634971,0.0278883637942632
"376","AUT","1970-Q4",30205.693861,0.0258471158073302
"377","AUT","1971-Q1",30720.107152,0.0170303418079789
"378","AUT","1971-Q2",31793.762376,0.0349495924180101
"379","AUT","1971-Q3",32630.082868,0.0263045462222902
"380","AUT","1971-Q4",32777.042459,0.00450380685806094
"381","AUT","1972-Q1",34362.833281,0.0483811443324586
"382","AUT","1972-Q2",34556.501175,0.00563596989853225
"383","AUT","1972-Q3",35349.350195,0.0229435560036845
"384","AUT","1972-Q4",37411.884093,0.0583471516908318
"385","AUT","1973-Q1",37310.80537,-0.00270178114389356
"386","AUT","1973-Q2",38656.255751,0.0360606094577045
"387","AUT","1973-Q3",39554.645916,0.0232404858553008
"388","AUT","1973-Q4",41200.191798,0.041601835736175
"389","AUT","1974-Q1",42836.818614,0.0397237669189552
"390","AUT","1974-Q2",43676.653679,0.0196054490546486
"391","AUT","1974-Q3",45156.74868,0.033887554936738
"392","AUT","1974-Q4",45921.189265,0.0169286010916587
"393","AUT","1975-Q1",47030.291984,0.0241523082644842
"394","AUT","1975-Q2",47237.066271,0.00439661924851213
"395","AUT","1975-Q3",48527.108331,0.0273099530059509
"396","AUT","1975-Q4",50486.635639,0.0403800550948595
"397","AUT","1976-Q1",50795.841946,0.00612451796572367
"398","AUT","1976-Q2",52260.623025,0.0288366335291219
"399","AUT","1976-Q3",54187.735001,0.0368750287396713
"400","AUT","1976-Q4",55971.833503,0.0329243970423764
"401","AUT","1977-Q1",57090.756362,0.0199908201852996
"402","AUT","1977-Q2",58805.159284,0.0300294308789561
"403","AUT","1977-Q3",59775.657547,0.0165036244237172
"404","AUT","1977-Q4",62514.816512,0.0458239871781631
"405","AUT","1978-Q1",60672.808545,-0.0294651423418385
"406","AUT","1978-Q2",62919.250423,0.0370255132714657
"407","AUT","1978-Q3",64330.877799,0.0224355402600916
"408","AUT","1978-Q4",66025.188437,0.0263374400594039
"409","AUT","1979-Q1",68629.856921,0.0394496183299093
"410","AUT","1979-Q2",71065.253911,0.0354859692160425
"411","AUT","1979-Q3",73094.459233,0.0285541134425736
"412","AUT","1979-Q4",75419.381543,0.0318070936483563
"413","AUT","1980-Q1",77691.470502,0.0301260619288502
"414","AUT","1980-Q2",78468.597038,0.0100027265667472
"415","AUT","1980-Q3",80622.057682,0.0274435981435623
"416","AUT","1980-Q4",82849.294839,0.0276256550755
"417","AUT","1981-Q1",84311.405854,0.0176478389809027
"418","AUT","1981-Q2",86736.653107,0.0287653518338877
"419","AUT","1981-Q3",88212.927149,0.0170201868427968
"420","AUT","1981-Q4",89274.55901,0.0120348785071694
"421","AUT","1982-Q1",92335.178585,0.0342832225545597
"422","AUT","1982-Q2",93728.022056,0.0150846458776035
"423","AUT","1982-Q3",95052.922095,0.0141355809067261
"424","AUT","1982-Q4",96014.616112,0.0101174587356593
"425","AUT","1983-Q1",98073.844237,0.0214470276337712
"426","AUT","1983-Q2",100074.2844,0.0203972851126938
"427","AUT","1983-Q3",101946.021951,0.0187034817408097
"428","AUT","1983-Q4",103643.477997,0.0166505373482436
"429","AUT","1984-Q1",103204.9101,-0.00423150501580712
"430","AUT","1984-Q2",103241.567476,0.000355190232368633
"431","AUT","1984-Q3",105003.234542,0.0170635443559062
"432","AUT","1984-Q4",106744.830681,0.0165861189571583
"433","AUT","1985-Q1",108592.289081,0.0173072399685658
"434","AUT","1985-Q2",109488.550318,0.0082534519217241
"435","AUT","1985-Q3",111762.334116,0.0207673203398529
"436","AUT","1985-Q4",111893.585549,0.00117437984843596
"437","AUT","1986-Q1",113347.960462,0.0129978399196361
"438","AUT","1986-Q2",115075.53427,0.0152413312154758
"439","AUT","1986-Q3",115525.856714,0.00391327702153792
"440","AUT","1986-Q4",116143.44131,0.0053458560149778
"441","AUT","1987-Q1",115875.169466,-0.00230983205744645
"442","AUT","1987-Q2",118633.447414,0.0238038741234318
"443","AUT","1987-Q3",120910.818925,0.0191967068364166
"444","AUT","1987-Q4",122906.413044,0.0165046778836049
"445","AUT","1988-Q1",122668.165057,-0.00193845041197894
"446","AUT","1988-Q2",126159.061298,0.0284580456500502
"447","AUT","1988-Q3",129783.005636,0.028725200558047
"448","AUT","1988-Q4",132370.924618,0.0199403532790593
"449","AUT","1989-Q1",134908.360044,0.0191691297263551
"450","AUT","1989-Q2",136947.319291,0.0151136612018335
"451","AUT","1989-Q3",139092.80286,0.0156664882533484
"452","AUT","1989-Q4",141904.432626,0.0202140564298641
"453","AUT","1990-Q1",145276.001038,0.0237594298473115
"454","AUT","1990-Q2",148377.033041,0.0213457968339097
"455","AUT","1990-Q3",150938.058601,0.0172602559001995
"456","AUT","1990-Q4",153098.409552,0.0143128311773959
"457","AUT","1991-Q1",155654.177978,0.0166936314588685
"458","AUT","1991-Q2",158113.662033,0.0158009511016635
"459","AUT","1991-Q3",161013.264243,0.0183387202137841
"460","AUT","1991-Q4",162853.183699,0.0114271297128861
"461","AUT","1992-Q1",164169.390324,0.00808216698687791
"462","AUT","1992-Q2",166010.190747,0.0112128114709266
"463","AUT","1992-Q3",166947.027722,0.00564324979559692
"464","AUT","1992-Q4",167598.83439,0.00390427237246411
"465","AUT","1993-Q1",168193.107734,0.00354580833549905
"466","AUT","1993-Q2",170202.493592,0.0119468977360113
"467","AUT","1993-Q3",172969.33907,0.0162561982472037
"468","AUT","1993-Q4",175063.161927,0.012105167703466
"469","AUT","1994-Q1",176423.187678,0.00776877177373901
"470","AUT","1994-Q2",177588.379504,0.00660452767765812
"471","AUT","1994-Q3",180184.098517,0.0146164913506716
"472","AUT","1994-Q4",183675.837857,0.0193787319121868
"473","AUT","1995-Q1",186367.873833,0.0146564513188493
"474","AUT","1995-Q2",187965.606406,0.00857300424230685
"475","AUT","1995-Q3",189164.908971,0.00638043622943196
"476","AUT","1995-Q4",190518.834941,0.00715738440794839
"477","AUT","1996-Q1",192630.015441,0.0110812167240776
"478","AUT","1996-Q2",194535.830928,0.0098936579672535
"479","AUT","1996-Q3",195283.781747,0.0038447972048749
"480","AUT","1996-Q4",197033.505535,0.0089599032359321
